complaint_id,date,complaint_text,category,sentiment,priority,channel,customer_value,resolution_time,is_repeat_customer
11330,2024-07-22,"I had an experience where Not satisfied with the experience not arrived please resolve quickly, and I am not satisfied.",Delivery Issue,Positive,Low,Call,28129,20,0
11331,2024-09-14,There seems to be an issue because This is very frustrating charged. Need help urgently.,Payment Problem,Negative,High,Call,27493,92,0
11332,2024-07-05,There seems to be an issue because There is a problem payment issue. Need help urgently.,Payment Problem,Neutral,Low,Call,12977,79,0
11333,2024-07-05,I am facing this issue where Issue not resolved charged. Please look into it.,Payment Problem,Negative,High,App,48251,28,0
11334,2024-07-24,This is regarding a problem where Not satisfied with the experience not arrived. Kindly resolve soon.,Delivery Issue,Neutral,Low,Call,18753,100,1
11335,2024-02-18,"I had an experience where I am facing an issue bad quality, and I am not satisfied.",Product Quality,Neutral,Low,App,34047,67,0
11336,2024-02-05,"I had an experience where I am facing an issue, and I am not satisfied.",Refund Issue,Negative,High,Website,37297,113,0
11337,2024-08-23,I am facing this issue where This is very frustrating support. Please look into it.,Customer Service,Negative,Medium,Call,13968,52,0
11338,2024-01-17,"I had an experience where Not satisfied with the experience refund pending please resolve quickly, and I am not satisfied.",Refund Issue,Negative,Medium,Website,12376,58,1
11339,2024-09-10,There seems to be an issue because I am facing an issue waiting please resolve quickly. Need help urgently.,Delivery Issue,Negative,High,Website,36863,16,1
11340,2024-04-25,This is regarding a problem where Issue not resolved late. Kindly resolve soon.,Delivery Issue,Negative,High,Website,33066,58,1
11341,2024-04-15,I would like to report that This is very frustrating payment issue. Please fix this.,Payment Problem,Negative,Medium,App,14275,117,1
11342,2024-05-05,I would like to report that This is very frustrating login. Please fix this.,Account Issue,Positive,Low,Email,13629,13,1
11343,2024-12-02,There seems to be an issue because Issue not resolved payment issue please resolve quickly. Need help urgently.,Payment Problem,Negative,High,Email,48012,39,0
11344,2024-07-28,There seems to be an issue because Issue not resolved payment issue. Need help urgently.,Payment Problem,Negative,Medium,Website,875,34,0
11345,2024-04-11,This is regarding a problem where There is a problem no response. Kindly resolve soon.,Customer Service,Neutral,Low,Email,49081,93,1
11346,2024-08-25,This is regarding a problem where This is very frustrating return please resolve quickly. Kindly resolve soon.,Refund Issue,Negative,Medium,Email,15844,86,0
11347,2024-09-16,There seems to be an issue because This is very frustrating not good. Need help urgently.,Product Quality,Neutral,Low,Website,38278,55,1
11348,2024-08-16,"I had an experience where Not satisfied with the experience damaged, and I am not satisfied.",Product Quality,Positive,Low,App,29474,108,0
11349,2024-02-25,I am facing this issue where This is very frustrating money back please resolve quickly. Please look into it.,Refund Issue,Negative,High,Website,39853,48,0
11350,2024-09-04,I am facing this issue where I am facing an issue. Please look into it.,Delivery Issue,Negative,High,Website,24850,24,1
11351,2024-08-12,There seems to be an issue because Need help regarding this password. Need help urgently.,Account Issue,Neutral,Low,Call,49171,32,1
11352,2024-10-18,This is regarding a problem where This is very frustrating bad quality please resolve quickly. Kindly resolve soon.,Product Quality,Negative,Medium,Website,11673,19,0
11353,2024-06-28,There seems to be an issue because There is a problem. Need help urgently.,Delivery Issue,Neutral,Low,App,26427,98,1
11354,2024-09-09,There seems to be an issue because Need help regarding this damaged. Need help urgently.,Product Quality,Negative,Medium,Call,18543,117,0
11355,2024-06-26,I would like to report that Need help regarding this support please resolve quickly. Please fix this.,Customer Service,Negative,High,Email,43946,102,0
11356,2024-06-03,I am facing this issue where I am facing an issue not arrived. Please look into it.,Delivery Issue,Positive,Low,Call,47838,94,0
11357,2024-08-29,"I had an experience where I am facing an issue waiting, and I am not satisfied.",Delivery Issue,Negative,High,Email,43186,89,0
11358,2024-06-02,There seems to be an issue because I am facing an issue late. Need help urgently.,Delivery Issue,Negative,High,App,36332,60,1
11359,2024-07-10,I am facing this issue where I am facing an issue damaged. Please look into it.,Product Quality,Negative,High,App,46310,55,1
11360,2024-07-13,I am facing this issue where There is a problem transaction. Please look into it.,Payment Problem,Positive,Low,Email,46582,119,0
11361,2024-12-25,I would like to report that This is very frustrating waiting. Please fix this.,Delivery Issue,Neutral,Low,App,7661,48,0
11362,2024-08-03,This is regarding a problem where I am facing an issue broken. Kindly resolve soon.,Product Quality,Negative,High,Website,43100,37,0
11363,2024-06-23,"I had an experience where I am facing an issue support, and I am not satisfied.",Customer Service,Negative,High,Call,45287,102,1
11364,2024-05-18,"I had an experience where Need help regarding this please resolve quickly, and I am not satisfied.",Account Issue,Negative,Medium,Website,18570,79,0
11365,2024-07-08,There seems to be an issue because Issue not resolved not credited. Need help urgently.,Refund Issue,Negative,High,Email,37174,68,0
11366,2024-03-17,There seems to be an issue because Need help regarding this waiting. Need help urgently.,Delivery Issue,Negative,High,App,22646,43,0
11367,2024-04-26,There seems to be an issue because Not satisfied with the experience. Need help urgently.,Account Issue,Negative,High,Website,42760,37,1
11368,2024-10-21,"I had an experience where There is a problem, and I am not satisfied.",Customer Service,Negative,Medium,Call,18827,75,0
11369,2024-12-17,I am facing this issue where Not satisfied with the experience support. Please look into it.,Customer Service,Positive,Low,App,33818,67,1
11370,2024-09-17,This is regarding a problem where Not satisfied with the experience charged. Kindly resolve soon.,Payment Problem,Positive,Low,App,13704,46,0
11371,2024-02-11,I would like to report that This is very frustrating broken. Please fix this.,Product Quality,Negative,Medium,Website,16609,117,1
11372,2024-04-06,I would like to report that Issue not resolved not credited please resolve quickly. Please fix this.,Refund Issue,Negative,High,Call,21479,25,0
11373,2024-12-20,I am facing this issue where This is very frustrating account error. Please look into it.,Account Issue,Neutral,Low,App,39605,91,0
11374,2024-05-24,I am facing this issue where There is a problem account error. Please look into it.,Account Issue,Negative,High,App,45549,28,0
11375,2024-10-09,"I had an experience where Need help regarding this delay, and I am not satisfied.",Delivery Issue,Negative,High,Call,35063,68,0
11376,2024-01-18,I am facing this issue where Need help regarding this not credited. Please look into it.,Refund Issue,Negative,High,Call,29279,17,1
11377,2024-02-04,This is regarding a problem where Not satisfied with the experience help. Kindly resolve soon.,Customer Service,Negative,High,Call,47499,29,0
11378,2024-06-13,I am facing this issue where Not satisfied with the experience. Please look into it.,Refund Issue,Positive,Low,Email,33376,105,0
11379,2024-03-11,I would like to report that This is very frustrating. Please fix this.,Account Issue,Negative,High,Call,40862,24,1
11380,2024-08-01,"I had an experience where Need help regarding this damaged please resolve quickly, and I am not satisfied.",Product Quality,Negative,High,Call,45541,35,0
11381,2024-11-27,I am facing this issue where Not satisfied with the experience not good. Please look into it.,Product Quality,Neutral,Low,Website,26785,16,0
11382,2024-10-02,I am facing this issue where Issue not resolved assistance please resolve quickly. Please look into it.,Customer Service,Negative,Medium,Website,1222,84,1
11383,2024-02-04,I would like to report that This is very frustrating not good. Please fix this.,Product Quality,Negative,High,App,43197,76,1
11384,2024-12-18,There seems to be an issue because Issue not resolved not credited. Need help urgently.,Refund Issue,Negative,High,Call,23371,106,1
11385,2024-09-21,I would like to report that Not satisfied with the experience not credited please resolve quickly. Please fix this.,Refund Issue,Neutral,Low,Email,9044,93,1
11386,2024-08-18,I am facing this issue where Not satisfied with the experience please resolve quickly. Please look into it.,Payment Problem,Neutral,Low,Email,12146,15,0
11387,2024-02-20,There seems to be an issue because There is a problem not credited. Need help urgently.,Refund Issue,Negative,High,Website,24158,26,1
11388,2024-12-27,I would like to report that There is a problem broken please resolve quickly. Please fix this.,Product Quality,Positive,Low,Email,27674,83,0
11389,2024-05-03,I am facing this issue where This is very frustrating password. Please look into it.,Account Issue,Negative,Medium,App,18328,118,0
11390,2024-02-08,This is regarding a problem where There is a problem. Kindly resolve soon.,Product Quality,Neutral,Low,Website,49240,116,0
11391,2024-11-01,I am facing this issue where This is very frustrating waiting. Please look into it.,Delivery Issue,Negative,High,Call,22515,78,1
11392,2024-02-29,I am facing this issue where Need help regarding this delay please resolve quickly. Please look into it.,Delivery Issue,Negative,Medium,Website,6288,29,0
11393,2024-06-05,There seems to be an issue because Need help regarding this please resolve quickly. Need help urgently.,Refund Issue,Negative,High,App,40091,40,1
11394,2024-09-21,I would like to report that Issue not resolved damaged. Please fix this.,Product Quality,Negative,High,Website,20577,51,1
11395,2024-04-04,I would like to report that Issue not resolved late. Please fix this.,Delivery Issue,Negative,Medium,Email,15040,89,0
11396,2024-11-05,"I had an experience where There is a problem deducted, and I am not satisfied.",Payment Problem,Negative,High,Call,39741,114,0
11397,2024-08-20,There seems to be an issue because Not satisfied with the experience. Need help urgently.,Delivery Issue,Negative,High,Email,35847,29,1
11398,2024-01-21,"I had an experience where This is very frustrating not credited please resolve quickly, and I am not satisfied.",Refund Issue,Negative,High,Call,33284,39,1
